bin_id,scenario_id,num_vehicles,num_valid_vehicles,total_steps,interaction_events,sdc_interaction_steps,sdc_interactions_total,unique_pairs_in_interaction,score_per_step,json_path
1329,4003769213db5ec6,166,63,151,298,21,21,8,1.9735099337748345,data/nuplan_gpudrive/nuplan/nuplan_4003769213db5ec6.json
1330,400a9fe0667a52b9,393,38,200,154,14,14,13,0.77,data/nuplan_gpudrive/nuplan/nuplan_400a9fe0667a52b9.json
1331,400e3506215b561d,160,50,150,14,0,0,1,0.09333333333333334,data/nuplan_gpudrive/nuplan/nuplan_400e3506215b561d.json
1332,400e372494685063,151,90,150,379,0,0,21,2.526666666666667,data/nuplan_gpudrive/nuplan/nuplan_400e372494685063.json
1333,4036c82ddb7f5027,148,55,150,473,82,82,18,3.1533333333333333,data/nuplan_gpudrive/nuplan/nuplan_4036c82ddb7f5027.json
1334,40509566c84257a7,400,83,151,368,12,12,20,2.437086092715232,data/nuplan_gpudrive/nuplan/nuplan_40509566c84257a7.json
1335,406213e4b1a55910,211,63,150,82,0,0,4,0.5466666666666666,data/nuplan_gpudrive/nuplan/nuplan_406213e4b1a55910.json
1336,40696004d48754a3,17,11,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_40696004d48754a3.json
1337,40741092e2425890,196,63,150,141,0,0,7,0.94,data/nuplan_gpudrive/nuplan/nuplan_40741092e2425890.json
1338,408fca7925f05bca,111,58,150,6,0,0,2,0.04,data/nuplan_gpudrive/nuplan/nuplan_408fca7925f05bca.json
1339,409f9fc3f4c95040,17,12,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_409f9fc3f4c95040.json
1340,40abc02abadf55bf,64,55,150,6,0,0,1,0.04,data/nuplan_gpudrive/nuplan/nuplan_40abc02abadf55bf.json
1341,40ac04111fda50b5,140,108,150,720,60,76,32,4.8,data/nuplan_gpudrive/nuplan/nuplan_40ac04111fda50b5.json
1342,40b0e824b5b8525a,322,76,150,162,0,0,6,1.08,data/nuplan_gpudrive/nuplan/nuplan_40b0e824b5b8525a.json
1343,40b19cda0af15b08,188,98,200,854,14,14,33,4.27,data/nuplan_gpudrive/nuplan/nuplan_40b19cda0af15b08.json
1344,40b91b09be9058ff,312,81,150,57,37,37,3,0.38,data/nuplan_gpudrive/nuplan/nuplan_40b91b09be9058ff.json
1345,40d3e0fb3efd54b9,62,51,150,22,13,13,4,0.14666666666666667,data/nuplan_gpudrive/nuplan/nuplan_40d3e0fb3efd54b9.json
1346,40dade31b1b25df8,75,35,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_40dade31b1b25df8.json
1347,40deb92e424f565c,64,55,150,7,0,0,1,0.04666666666666667,data/nuplan_gpudrive/nuplan/nuplan_40deb92e424f565c.json
1348,40e11b6f16bd504a,187,71,201,148,31,31,11,0.736318407960199,data/nuplan_gpudrive/nuplan/nuplan_40e11b6f16bd504a.json
1349,40e150f517915466,92,55,151,22,0,0,1,0.1456953642384106,data/nuplan_gpudrive/nuplan/nuplan_40e150f517915466.json
1350,40f04393dd135cc0,33,26,200,23,0,0,7,0.115,data/nuplan_gpudrive/nuplan/nuplan_40f04393dd135cc0.json
1351,40fa0b9f7d625404,133,67,150,301,42,42,17,2.006666666666667,data/nuplan_gpudrive/nuplan/nuplan_40fa0b9f7d625404.json
1352,41012c94ad025b63,233,76,150,1001,80,119,39,6.673333333333333,data/nuplan_gpudrive/nuplan/nuplan_41012c94ad025b63.json
1353,41097a5592a35ba2,240,76,150,133,25,25,9,0.8866666666666667,data/nuplan_gpudrive/nuplan/nuplan_41097a5592a35ba2.json
1354,41176d3da6cd54e5,52,36,201,2,0,0,1,0.009950248756218905,data/nuplan_gpudrive/nuplan/nuplan_41176d3da6cd54e5.json
1355,4123a9845df35844,125,94,150,792,20,20,21,5.28,data/nuplan_gpudrive/nuplan/nuplan_4123a9845df35844.json
1356,412c9d596dbb5cf0,1,1,0,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_412c9d596dbb5cf0.json
1357,412cba6828cd541e,100,95,201,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_412cba6828cd541e.json
1358,413fab89dfff52d4,77,67,150,357,0,0,19,2.38,data/nuplan_gpudrive/nuplan/nuplan_413fab89dfff52d4.json
1359,41474c4f13ac5a0f,47,42,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_41474c4f13ac5a0f.json
1360,41529998f67756a0,113,81,150,16,0,0,2,0.10666666666666667,data/nuplan_gpudrive/nuplan/nuplan_41529998f67756a0.json
1361,416a57dae7255607,131,108,150,622,52,66,45,4.1466666666666665,data/nuplan_gpudrive/nuplan/nuplan_416a57dae7255607.json
1362,416fe6634c7956dd,377,75,150,1,0,0,1,0.006666666666666667,data/nuplan_gpudrive/nuplan/nuplan_416fe6634c7956dd.json
1363,41a9c0f02ce45041,136,49,150,21,0,0,4,0.14,data/nuplan_gpudrive/nuplan/nuplan_41a9c0f02ce45041.json
1364,41b39d6db501513e,23,22,201,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_41b39d6db501513e.json
1365,41b66aa5e2fd5b1a,181,101,201,703,30,30,36,3.4975124378109452,data/nuplan_gpudrive/nuplan/nuplan_41b66aa5e2fd5b1a.json
1366,41e42f2255d751c2,8,4,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_41e42f2255d751c2.json
1367,41f59bea683b518c,49,34,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_41f59bea683b518c.json
1368,41feef3bc7815c01,110,47,200,174,21,21,12,0.87,data/nuplan_gpudrive/nuplan/nuplan_41feef3bc7815c01.json
1369,421c9763e05552e0,209,44,201,425,78,94,15,2.1144278606965172,data/nuplan_gpudrive/nuplan/nuplan_421c9763e05552e0.json
1370,422c484d63cc5b4b,330,95,150,246,95,95,8,1.64,data/nuplan_gpudrive/nuplan/nuplan_422c484d63cc5b4b.json
1371,42356afcfc0b566a,377,128,201,762,11,11,33,3.791044776119403,data/nuplan_gpudrive/nuplan/nuplan_42356afcfc0b566a.json
1372,4239fee99f295b72,332,121,150,367,68,68,22,2.4466666666666668,data/nuplan_gpudrive/nuplan/nuplan_4239fee99f295b72.json
1373,424af6f69ad15703,245,128,200,624,52,52,30,3.12,data/nuplan_gpudrive/nuplan/nuplan_424af6f69ad15703.json
1374,424c4eb91dd054f7,166,95,201,74,0,0,8,0.3681592039800995,data/nuplan_gpudrive/nuplan/nuplan_424c4eb91dd054f7.json
1375,4252f2ad6182580c,170,67,151,85,22,22,6,0.5629139072847682,data/nuplan_gpudrive/nuplan/nuplan_4252f2ad6182580c.json
1376,42833b6964b359ea,193,54,150,397,35,46,19,2.6466666666666665,data/nuplan_gpudrive/nuplan/nuplan_42833b6964b359ea.json
1377,428658573a8455ee,78,40,150,73,0,0,7,0.4866666666666667,data/nuplan_gpudrive/nuplan/nuplan_428658573a8455ee.json
1378,4286af7a716757e3,124,29,150,272,24,24,8,1.8133333333333332,data/nuplan_gpudrive/nuplan/nuplan_4286af7a716757e3.json
1379,429412f48ee652fe,92,25,201,27,13,13,7,0.13432835820895522,data/nuplan_gpudrive/nuplan/nuplan_429412f48ee652fe.json
1380,42982e52be025fdd,130,60,200,118,15,15,11,0.59,data/nuplan_gpudrive/nuplan/nuplan_42982e52be025fdd.json
1381,42b0c31d85eb579a,56,51,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_42b0c31d85eb579a.json
1382,42c55617bb0357a0,150,54,150,15,1,1,3,0.1,data/nuplan_gpudrive/nuplan/nuplan_42c55617bb0357a0.json
1383,42cbff64383857af,45,42,150,313,43,43,6,2.0866666666666664,data/nuplan_gpudrive/nuplan/nuplan_42cbff64383857af.json
1384,42e2f56e270a5053,73,38,150,99,0,0,6,0.66,data/nuplan_gpudrive/nuplan/nuplan_42e2f56e270a5053.json
1385,42f3a6b088055404,40,22,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_42f3a6b088055404.json
1386,42f723e52bc85bfa,118,99,201,613,15,15,39,3.0497512437810945,data/nuplan_gpudrive/nuplan/nuplan_42f723e52bc85bfa.json
1387,43092ecccae0576c,46,18,150,29,14,14,2,0.19333333333333333,data/nuplan_gpudrive/nuplan/nuplan_43092ecccae0576c.json
1388,4311b1a9b47b5ddf,226,176,150,623,13,13,38,4.153333333333333,data/nuplan_gpudrive/nuplan/nuplan_4311b1a9b47b5ddf.json
1389,4317e54ab1795614,350,104,150,274,30,30,22,1.8266666666666667,data/nuplan_gpudrive/nuplan/nuplan_4317e54ab1795614.json
1390,4319f45a9e0650c8,82,75,150,6,6,6,1,0.04,data/nuplan_gpudrive/nuplan/nuplan_4319f45a9e0650c8.json
1391,431f336918295e9e,76,45,150,70,0,0,8,0.4666666666666667,data/nuplan_gpudrive/nuplan/nuplan_431f336918295e9e.json
1392,432bc32a59635cf2,94,90,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_432bc32a59635cf2.json
1393,432c3a85446750c2,34,19,151,35,7,7,8,0.23178807947019867,data/nuplan_gpudrive/nuplan/nuplan_432c3a85446750c2.json
1394,43363c91b506573c,9,8,150,2,2,2,1,0.013333333333333334,data/nuplan_gpudrive/nuplan/nuplan_43363c91b506573c.json
1395,4337a8d3dacc5572,12,12,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_4337a8d3dacc5572.json
1396,4337c34effc25ad1,106,42,201,2,0,0,1,0.009950248756218905,data/nuplan_gpudrive/nuplan/nuplan_4337c34effc25ad1.json
1397,4337db66d8475c2d,146,133,150,775,53,92,40,5.166666666666667,data/nuplan_gpudrive/nuplan/nuplan_4337db66d8475c2d.json
1398,434b08fab4845b0d,92,81,150,63,63,63,9,0.42,data/nuplan_gpudrive/nuplan/nuplan_434b08fab4845b0d.json
1399,4355cd91f26e5564,88,63,150,1,0,0,1,0.006666666666666667,data/nuplan_gpudrive/nuplan/nuplan_4355cd91f26e5564.json
1400,43885e5922c25d49,154,77,150,621,85,85,24,4.14,data/nuplan_gpudrive/nuplan/nuplan_43885e5922c25d49.json
1401,4390223f1fa55e97,74,37,150,15,0,0,2,0.1,data/nuplan_gpudrive/nuplan/nuplan_4390223f1fa55e97.json
1402,439bc48f30015d25,231,66,150,197,21,29,15,1.3133333333333332,data/nuplan_gpudrive/nuplan/nuplan_439bc48f30015d25.json
1403,43a1bafde15d57a1,23,13,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_43a1bafde15d57a1.json
1404,43a8bd991ea9554b,327,64,150,473,103,103,21,3.1533333333333333,data/nuplan_gpudrive/nuplan/nuplan_43a8bd991ea9554b.json
1405,43a984a86c625323,259,92,150,460,120,139,23,3.066666666666667,data/nuplan_gpudrive/nuplan/nuplan_43a984a86c625323.json
1406,43bab0f33d1f57fc,31,13,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_43bab0f33d1f57fc.json
1407,43c0f0c52f915117,133,112,150,449,0,0,34,2.993333333333333,data/nuplan_gpudrive/nuplan/nuplan_43c0f0c52f915117.json
1408,43cb35800411543e,118,32,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_43cb35800411543e.json
1409,43cda4b5635253da,86,62,201,2,0,0,1,0.009950248756218905,data/nuplan_gpudrive/nuplan/nuplan_43cda4b5635253da.json
1410,43ce9cfec0c0504d,29,21,201,7,7,7,2,0.03482587064676617,data/nuplan_gpudrive/nuplan/nuplan_43ce9cfec0c0504d.json
1411,43eace491880510b,32,6,150,20,20,20,1,0.13333333333333333,data/nuplan_gpudrive/nuplan/nuplan_43eace491880510b.json
1412,43ef744194295f02,131,95,150,568,70,70,27,3.7866666666666666,data/nuplan_gpudrive/nuplan/nuplan_43ef744194295f02.json
1413,440472148c9a594a,280,84,150,7,0,0,1,0.04666666666666667,data/nuplan_gpudrive/nuplan/nuplan_440472148c9a594a.json
1414,4411b4bc96b552dc,64,35,201,113,4,4,5,0.5621890547263682,data/nuplan_gpudrive/nuplan/nuplan_4411b4bc96b552dc.json
1415,441467afc17b5299,195,132,200,81,0,0,10,0.405,data/nuplan_gpudrive/nuplan/nuplan_441467afc17b5299.json
1416,4417e3d6def852a1,268,82,150,80,6,6,11,0.5333333333333333,data/nuplan_gpudrive/nuplan/nuplan_4417e3d6def852a1.json
1417,441a3f87c9335571,110,34,150,31,0,0,1,0.20666666666666667,data/nuplan_gpudrive/nuplan/nuplan_441a3f87c9335571.json
1418,442277e4813852c7,42,34,200,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_442277e4813852c7.json
1419,4438019a45225221,272,51,151,114,72,72,2,0.7549668874172185,data/nuplan_gpudrive/nuplan/nuplan_4438019a45225221.json
1420,443973c9a5ec5ddf,76,63,150,156,0,0,9,1.04,data/nuplan_gpudrive/nuplan/nuplan_443973c9a5ec5ddf.json
1421,444b0fa2a56853cb,36,31,150,7,0,0,2,0.04666666666666667,data/nuplan_gpudrive/nuplan/nuplan_444b0fa2a56853cb.json
1422,44606986aaf15df1,104,91,201,4,0,0,1,0.01990049751243781,data/nuplan_gpudrive/nuplan/nuplan_44606986aaf15df1.json
1423,446807a595915937,16,4,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_446807a595915937.json
1424,446b2420a4735092,70,46,201,52,2,2,4,0.25870646766169153,data/nuplan_gpudrive/nuplan/nuplan_446b2420a4735092.json
1425,44810c61ab2e54ed,190,108,200,352,56,56,26,1.76,data/nuplan_gpudrive/nuplan/nuplan_44810c61ab2e54ed.json
1426,44848e0b43de596e,55,44,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_44848e0b43de596e.json
1427,4488a223c564525d,158,22,150,10,0,0,2,0.06666666666666667,data/nuplan_gpudrive/nuplan/nuplan_4488a223c564525d.json
1428,449f88cb93fe53d8,155,48,150,86,13,13,8,0.5733333333333334,data/nuplan_gpudrive/nuplan/nuplan_449f88cb93fe53d8.json
1429,44a915bbb16f5889,18,17,150,27,1,1,2,0.18,data/nuplan_gpudrive/nuplan/nuplan_44a915bbb16f5889.json
1430,44a99edf8d055c42,389,74,150,101,94,94,3,0.6733333333333333,data/nuplan_gpudrive/nuplan/nuplan_44a99edf8d055c42.json
1431,44bc1597990958b0,120,74,150,118,34,34,3,0.7866666666666666,data/nuplan_gpudrive/nuplan/nuplan_44bc1597990958b0.json
1432,44c7662f253356c9,177,42,150,59,18,18,6,0.3933333333333333,data/nuplan_gpudrive/nuplan/nuplan_44c7662f253356c9.json
1433,44c940609afb5b8a,360,71,200,131,36,36,10,0.655,data/nuplan_gpudrive/nuplan/nuplan_44c940609afb5b8a.json
1434,44e3b652ca0c5590,38,15,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_44e3b652ca0c5590.json
1435,44f42574fd5e53dc,123,121,150,701,0,0,20,4.673333333333333,data/nuplan_gpudrive/nuplan/nuplan_44f42574fd5e53dc.json
1436,44f45a8c8ea754ac,132,64,201,161,34,48,15,0.8009950248756219,data/nuplan_gpudrive/nuplan/nuplan_44f45a8c8ea754ac.json
1437,450d59caa62051c4,88,29,150,57,20,20,14,0.38,data/nuplan_gpudrive/nuplan/nuplan_450d59caa62051c4.json
1438,451ec8d4db195a25,277,72,150,150,2,2,11,1.0,data/nuplan_gpudrive/nuplan/nuplan_451ec8d4db195a25.json
1439,451f1a31cbce5475,171,127,150,359,25,25,16,2.3933333333333335,data/nuplan_gpudrive/nuplan/nuplan_451f1a31cbce5475.json
1440,452ba7e111395063,66,58,150,8,2,2,2,0.05333333333333334,data/nuplan_gpudrive/nuplan/nuplan_452ba7e111395063.json
1441,453e9271c17a51e0,154,54,200,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_453e9271c17a51e0.json
1442,4553fa26cf0651ad,154,73,150,370,90,90,19,2.466666666666667,data/nuplan_gpudrive/nuplan/nuplan_4553fa26cf0651ad.json
1443,45540a04df2f5181,2,2,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_45540a04df2f5181.json
1444,456a0128d3b550cc,120,62,150,114,3,3,9,0.76,data/nuplan_gpudrive/nuplan/nuplan_456a0128d3b550cc.json
1445,456b17a6bfad59bc,7,2,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_456b17a6bfad59bc.json
1446,4573172116345af4,137,97,150,231,0,0,15,1.54,data/nuplan_gpudrive/nuplan/nuplan_4573172116345af4.json
1447,45825730353355f7,58,32,151,5,5,5,1,0.033112582781456956,data/nuplan_gpudrive/nuplan/nuplan_45825730353355f7.json
1448,4594dc9945cf5d9c,109,37,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_4594dc9945cf5d9c.json
1449,459d5b87ef4350c8,269,70,150,127,2,2,9,0.8466666666666667,data/nuplan_gpudrive/nuplan/nuplan_459d5b87ef4350c8.json
1450,45a9dd6a83e35ef5,96,69,150,54,0,0,3,0.36,data/nuplan_gpudrive/nuplan/nuplan_45a9dd6a83e35ef5.json
1451,45afca8eac94598f,199,81,201,202,0,0,10,1.0049751243781095,data/nuplan_gpudrive/nuplan/nuplan_45afca8eac94598f.json
1452,45b5fc3e8f355862,204,51,201,32,0,0,3,0.15920398009950248,data/nuplan_gpudrive/nuplan/nuplan_45b5fc3e8f355862.json
1453,45d1b6fcaaa45b49,101,22,150,68,0,0,3,0.4533333333333333,data/nuplan_gpudrive/nuplan/nuplan_45d1b6fcaaa45b49.json
1454,45d59ad159425f63,78,33,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_45d59ad159425f63.json
1455,45d95dbeed215133,21,19,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_45d95dbeed215133.json
1456,45ef13b36c00590f,270,55,150,69,34,34,5,0.46,data/nuplan_gpudrive/nuplan/nuplan_45ef13b36c00590f.json
1457,45fdb20ee693516b,160,80,150,317,18,18,19,2.1133333333333333,data/nuplan_gpudrive/nuplan/nuplan_45fdb20ee693516b.json
1458,45fe256e1d375119,125,84,150,435,105,105,17,2.9,data/nuplan_gpudrive/nuplan/nuplan_45fe256e1d375119.json
1459,46012f8e0c215e97,114,108,200,122,22,22,8,0.61,data/nuplan_gpudrive/nuplan/nuplan_46012f8e0c215e97.json
1460,4607b5d2b8a45945,113,27,201,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_4607b5d2b8a45945.json
1461,460bc700a3315196,84,23,151,1,0,0,1,0.006622516556291391,data/nuplan_gpudrive/nuplan/nuplan_460bc700a3315196.json
1462,46166c4e5c165e6e,215,120,201,432,49,49,13,2.1492537313432836,data/nuplan_gpudrive/nuplan/nuplan_46166c4e5c165e6e.json
1463,461e547bcf445d11,170,155,150,344,0,0,23,2.2933333333333334,data/nuplan_gpudrive/nuplan/nuplan_461e547bcf445d11.json
1464,46264cde385658ef,75,69,150,91,0,0,13,0.6066666666666667,data/nuplan_gpudrive/nuplan/nuplan_46264cde385658ef.json
1465,4626b091d47956e9,274,114,201,578,53,53,40,2.8756218905472637,data/nuplan_gpudrive/nuplan/nuplan_4626b091d47956e9.json
1466,462768070fd1532d,164,80,150,329,18,18,15,2.1933333333333334,data/nuplan_gpudrive/nuplan/nuplan_462768070fd1532d.json
1467,464dac2f4a675145,183,65,200,17,0,0,1,0.085,data/nuplan_gpudrive/nuplan/nuplan_464dac2f4a675145.json
1468,4650a090b4125428,94,69,150,59,9,9,10,0.3933333333333333,data/nuplan_gpudrive/nuplan/nuplan_4650a090b4125428.json
1469,4656fe861aed509e,95,43,150,12,0,0,1,0.08,data/nuplan_gpudrive/nuplan/nuplan_4656fe861aed509e.json
1470,4667516011085cb9,182,136,201,314,27,27,25,1.5621890547263682,data/nuplan_gpudrive/nuplan/nuplan_4667516011085cb9.json
1471,4669960278c35040,259,125,150,386,2,2,18,2.5733333333333333,data/nuplan_gpudrive/nuplan/nuplan_4669960278c35040.json
1472,467dbc4067ce5775,178,83,150,421,54,54,28,2.8066666666666666,data/nuplan_gpudrive/nuplan/nuplan_467dbc4067ce5775.json
1473,46868267435150f8,166,69,151,697,101,110,26,4.6158940397351,data/nuplan_gpudrive/nuplan/nuplan_46868267435150f8.json
1474,46a19a20d986534f,403,93,150,11,0,0,3,0.07333333333333333,data/nuplan_gpudrive/nuplan/nuplan_46a19a20d986534f.json
1475,46a2a567da19530e,58,47,150,49,23,23,11,0.32666666666666666,data/nuplan_gpudrive/nuplan/nuplan_46a2a567da19530e.json
1476,46a7389583a55dc0,105,62,150,80,0,0,6,0.5333333333333333,data/nuplan_gpudrive/nuplan/nuplan_46a7389583a55dc0.json
1477,46a94e4dd7605dd6,237,62,150,127,0,0,8,0.8466666666666667,data/nuplan_gpudrive/nuplan/nuplan_46a94e4dd7605dd6.json
1478,46ae89ac08565531,281,60,151,77,26,26,3,0.5099337748344371,data/nuplan_gpudrive/nuplan/nuplan_46ae89ac08565531.json
1479,46b5c2687b7b540b,80,56,151,5,0,0,1,0.033112582781456956,data/nuplan_gpudrive/nuplan/nuplan_46b5c2687b7b540b.json
1480,46c1c5cdcacd5398,65,34,150,5,5,5,1,0.03333333333333333,data/nuplan_gpudrive/nuplan/nuplan_46c1c5cdcacd5398.json
1481,46c8174cb7055e46,227,71,200,267,69,69,13,1.335,data/nuplan_gpudrive/nuplan/nuplan_46c8174cb7055e46.json
1482,46ca113636055b3a,271,67,150,479,57,63,21,3.1933333333333334,data/nuplan_gpudrive/nuplan/nuplan_46ca113636055b3a.json
1483,46dba9e45d6d593e,103,72,201,127,0,0,7,0.6318407960199005,data/nuplan_gpudrive/nuplan/nuplan_46dba9e45d6d593e.json
1484,46dc34ec7f185433,100,100,151,36,0,0,6,0.23841059602649006,data/nuplan_gpudrive/nuplan/nuplan_46dc34ec7f185433.json
1485,46dfd7d4300b5c8e,179,69,150,251,24,25,15,1.6733333333333333,data/nuplan_gpudrive/nuplan/nuplan_46dfd7d4300b5c8e.json
1486,46f142196618577b,61,54,201,38,0,0,1,0.1890547263681592,data/nuplan_gpudrive/nuplan/nuplan_46f142196618577b.json
1487,470def501f185329,15,4,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_470def501f185329.json
1488,471c1f5d75cb5799,187,43,150,342,42,42,12,2.28,data/nuplan_gpudrive/nuplan/nuplan_471c1f5d75cb5799.json
1489,471f479b02c25361,84,60,150,220,0,0,5,1.4666666666666666,data/nuplan_gpudrive/nuplan/nuplan_471f479b02c25361.json
1490,4720399a4bbe52c1,158,66,151,37,0,0,2,0.24503311258278146,data/nuplan_gpudrive/nuplan/nuplan_4720399a4bbe52c1.json
1491,47251831c2275f0e,220,53,150,45,13,13,5,0.3,data/nuplan_gpudrive/nuplan/nuplan_47251831c2275f0e.json
1492,473533b729005f98,349,88,150,7,0,0,1,0.04666666666666667,data/nuplan_gpudrive/nuplan/nuplan_473533b729005f98.json
1493,4737b256c2405e92,318,97,150,113,14,14,9,0.7533333333333333,data/nuplan_gpudrive/nuplan/nuplan_4737b256c2405e92.json
1494,473a5d8164835352,164,62,150,205,31,31,14,1.3666666666666667,data/nuplan_gpudrive/nuplan/nuplan_473a5d8164835352.json
1495,4743365ad07f51b3,27,23,201,20,4,4,3,0.09950248756218906,data/nuplan_gpudrive/nuplan/nuplan_4743365ad07f51b3.json
1496,474ad297780253b7,88,54,150,33,0,0,1,0.22,data/nuplan_gpudrive/nuplan/nuplan_474ad297780253b7.json
1497,4756fd81a3865018,30,28,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_4756fd81a3865018.json
1498,47585b12be9d5c0b,8,7,150,2,2,2,1,0.013333333333333334,data/nuplan_gpudrive/nuplan/nuplan_47585b12be9d5c0b.json
1499,4761dd3f80c55649,41,39,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_4761dd3f80c55649.json
1500,4763478fb66b5846,221,97,150,161,0,0,12,1.0733333333333333,data/nuplan_gpudrive/nuplan/nuplan_4763478fb66b5846.json
1501,4765c07a58905b73,108,57,150,90,7,7,9,0.6,data/nuplan_gpudrive/nuplan/nuplan_4765c07a58905b73.json
1502,476f462a424a52b0,86,55,150,8,0,0,2,0.05333333333333334,data/nuplan_gpudrive/nuplan/nuplan_476f462a424a52b0.json
1503,478a3551be605985,82,69,201,192,4,4,6,0.9552238805970149,data/nuplan_gpudrive/nuplan/nuplan_478a3551be605985.json
1504,478d5079086d50d4,141,128,150,667,63,63,31,4.446666666666666,data/nuplan_gpudrive/nuplan/nuplan_478d5079086d50d4.json
1505,4790c52008a757c9,132,33,150,279,0,0,15,1.86,data/nuplan_gpudrive/nuplan/nuplan_4790c52008a757c9.json
1506,47a972c0eba65055,43,41,150,104,9,9,16,0.6933333333333334,data/nuplan_gpudrive/nuplan/nuplan_47a972c0eba65055.json
1507,47af265dfbe75948,23,22,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_47af265dfbe75948.json
1508,47b8bad967525dc3,28,19,150,23,0,0,5,0.15333333333333332,data/nuplan_gpudrive/nuplan/nuplan_47b8bad967525dc3.json
1509,47d72a0571215eff,72,40,150,269,0,0,12,1.7933333333333332,data/nuplan_gpudrive/nuplan/nuplan_47d72a0571215eff.json
1510,47ebd5badbc05b34,141,18,200,1,0,0,1,0.005,data/nuplan_gpudrive/nuplan/nuplan_47ebd5badbc05b34.json
1511,47fc1488b1f95924,24,11,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_47fc1488b1f95924.json
1512,4804447478b855d7,177,62,201,269,99,99,8,1.3383084577114428,data/nuplan_gpudrive/nuplan/nuplan_4804447478b855d7.json
1513,482079b0dbd355af,153,39,201,232,21,21,11,1.154228855721393,data/nuplan_gpudrive/nuplan/nuplan_482079b0dbd355af.json
1514,4833d82dc9a4538f,90,76,200,39,0,0,2,0.195,data/nuplan_gpudrive/nuplan/nuplan_4833d82dc9a4538f.json
1515,4842360cdddd5907,266,60,150,123,37,37,7,0.82,data/nuplan_gpudrive/nuplan/nuplan_4842360cdddd5907.json
1516,4843a944e086514b,339,82,150,296,0,0,14,1.9733333333333334,data/nuplan_gpudrive/nuplan/nuplan_4843a944e086514b.json
1517,4857607061c058d6,366,154,151,679,122,122,38,4.496688741721854,data/nuplan_gpudrive/nuplan/nuplan_4857607061c058d6.json
1518,485b696d4b525c3d,92,53,151,310,71,71,17,2.052980132450331,data/nuplan_gpudrive/nuplan/nuplan_485b696d4b525c3d.json
1519,485e78d3d4035b52,280,72,150,576,48,71,21,3.84,data/nuplan_gpudrive/nuplan/nuplan_485e78d3d4035b52.json
1520,48681125850853e4,63,56,150,1,0,0,1,0.006666666666666667,data/nuplan_gpudrive/nuplan/nuplan_48681125850853e4.json
1521,4873a69e9e2a5fc9,48,42,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_4873a69e9e2a5fc9.json
1522,488d13ce6e065165,183,119,201,542,69,69,38,2.6965174129353233,data/nuplan_gpudrive/nuplan/nuplan_488d13ce6e065165.json
1523,489142870ad65568,195,60,150,294,70,70,19,1.96,data/nuplan_gpudrive/nuplan/nuplan_489142870ad65568.json
1524,489472fd32525d00,193,61,151,129,0,0,7,0.8543046357615894,data/nuplan_gpudrive/nuplan/nuplan_489472fd32525d00.json
1525,489c326f09c650e7,172,54,150,67,0,0,7,0.44666666666666666,data/nuplan_gpudrive/nuplan/nuplan_489c326f09c650e7.json
1526,48aa584a84845240,176,68,150,78,0,0,9,0.52,data/nuplan_gpudrive/nuplan/nuplan_48aa584a84845240.json
1527,48c1c56182f05317,152,137,150,648,54,93,31,4.32,data/nuplan_gpudrive/nuplan/nuplan_48c1c56182f05317.json
